saqa_id;name;type;field_study;subfield_study
97140;Master of Arts in Graphic Design;Master's Degree;Culture and Arts;Design Studies
9411;Bachelor of Commerce in Industrial Psychology;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
5143;Bachelor of Engineering in Metallurgical Engineering;National First Degree(Min 480);Manufacturing, Engineering and Technology;Engineering and Related Design
58330;National Certificate: Pipeline Operations;National Certificate;Services;Transport, Operations and Logistics
50585;National Certificate: Public Service Communication;National Certificate;Communication Studies and Language;Communication Studies
84207;Higher Certificate: Emergency Care;Higher Certificate;Health Sciences and Social Services;Curative Health
62345;Bachelor of Technology: Tourism Management;B Tech;Services;Hospitality, Tourism, Travel, Gaming and Leisure
94600;Higher Certificate in Local Government Management;Higher Certificate;Business, Commerce and Management Studies;Public Administration
96665;Master of Science in Oral Medicine and Periodontology;Master's Degree;Health Sciences and Social Services;Curative Health
97878;Postgraduate Diploma in Science Education;Postgraduate Diploma;Education, Training and Development;Schooling
72336;Doctor of Technology: Food Service Management;Doctoral Degree;Services;Hospitality, Tourism, Travel, Gaming and Leisure
73948;Master of Arts: Counselling Psychology;Master's Degree;Human and Social Studies;General Social Science
21775;Doctor of Economics: Statistics;Doctoral Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
73631;Postgraduate Diploma in Marketing;Postgraduate Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
8965;Master of Arts in German;Master's Degree;Communication Studies and Language;Language
94019;Occupational Certificate: Armature Winder;Occupational Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
97230;Higher Certificate in Marketing Practice;Higher Certificate;Business, Commerce and Management Studies;Marketing
73967;Master of Arts in Urban Studies;Master's Degree;Human and Social Studies;Urban and Regional Studies
67496;National Certificate: N3 Gents' Hairdressing;National N Certificate;Services;Personal Care
8077;Postgraduate Diploma in Enterprise Management;Postgraduate Diploma;Business, Commerce and Management Studies;Generic Management
81126;Bachelor of Science Honours in Soil Science;Honours Degree;Agriculture and Nature Conservation;Nature Conservation
9423;Master of Medicine in Forensic Pathology;Master's Degree;Health Sciences and Social Services;Curative Health
50081;Further Education and Training Certificate: Leadership Development;Further Ed and Training Cert;Business, Commerce and Management Studies;Generic Management
72652;National Higher Diploma: Pig Production Management;National Higher Diploma;Agriculture and Nature Conservation;Primary Agriculture
78640;National Diploma: Information Technology;National Diploma;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
81185;Bachelor of Social Science Honours in Sociology;Honours Degree;Human and Social Studies;General Social Science
84446;Master of Science in Computer Science;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
97666;Postgraduate Diploma in Public Management;Postgraduate Diploma;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
21692;Doctor of Philosophy: Physiology;Doctoral Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
66029;General Education and Training Certificate: Chemical Operations;National Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
50166;Diploma: Religious Studies;Advanced Certificate;Human and Social Studies;Religious and Ethical Foundations of Society
9771;Doctor of Philosophy: Ophthalmology;Doctoral Degree;Health Sciences and Social Services;Curative Health
105109;Bachelor of Education in Foundation Phase Teaching;National First Degree;Education, Training and Development;Schooling
63249;National Diploma: Agricultural Extension;National Diploma;Agriculture and Nature Conservation;Primary Agriculture
88503;Postgraduate Diploma in Ancient Cultures;Postgraduate Diploma;Culture and Arts;Cultural Studies
93814;Postgraduate Diploma in Public Sector Accounting;Postgraduate Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
96903;Master of Environmental Health;Master's Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
97905;Bachelor of Education Honours in Educational Support;Honours Degree;Education, Training and Development;Schooling
14188;Bachelor of Science: Agriculture: Agronomy;National First Degree(Min 480);Agriculture and Nature Conservation;Primary Agriculture
102064;Master of Sustainable Energy;Master's Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
21071;Diploma: Marketing;Advanced Certificate;Business, Commerce and Management Studies;Marketing
81307;Master of Laws in Medical Law;Master's Degree;Law, Military Science and Security;Justice in Society
9351;Master of Medicine in Orthopaedic Surgery;Master's Degree;Health Sciences and Social Services;Curative Health
72951;Postgraduate Diploma: Classical Civilisation;Postgraduate Diploma;Human and Social Studies;Traditions, History and Legacies
74006;Master of Philosophy in Civil Engineering;Master's Degree;Physical Planning and Construction;Civil Engineering Construction
91823;Master of Commerce in Banking and Financial Risk Management;Master's Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
101156;Diploma in Fine Art;Diploma (Min 360);Culture and Arts;Visual Arts
4941;Master of Administration: Public and Municipal Administration;Master's Degree;Business, Commerce and Management Studies;Public Administration
21028;Certificate: Pattern Cutting and Design;National Certificate;Culture and Arts;Design Studies
97124;Doctor of Commerce in Marketing;Doctoral Degree;Business, Commerce and Management Studies;Marketing
66915;National Certificate: N5 Art and Design;National N Certificate;Culture and Arts;Design Studies
100789;Diploma in Marketing Management;Diploma (Min 360);Business, Commerce and Management Studies;Marketing
96922;Diploma in Building;Diploma (Min 360);Physical Planning and Construction;Building Construction
81148;Bachelor of Science: Honours Consumer Studies;Honours Degree;Services;Consumer Services
82087;Higher Certificate in Information Technology in Business Applications;Higher Certificate;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
101187;Master of Science in Chemistry;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
74015;Master of Philosophy in Mechanical Engineering;Master's Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
64829;National Certificate: Lifting Machine Operations;National Certificate;Manufacturing, Engineering and Technology;Engineering and Related Design
57829;General Education and Training Certificate: Grain Handling Processes;National Certificate;Agriculture and Nature Conservation;Secondary Agriculture
93971;Higher Certificate in Social Auxiliary Work;Higher Certificate;Health Sciences and Social Services;Promotive Health and Developmental Services
72824;Bachelor of Accounting;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
101501;Bachelor of Education in Intermediate Phase Teaching;National First Degree;Education, Training and Development;Schooling
66423;National Higher Certificate: Consumer Science: Food and Nutrition;National Higher Certificate;Services;Consumer Services
103273;Occupational Certificate: Vessel Traffic Services Operator;Occupational Certificate;Services;Transport, Operations and Logistics
20175;National Certificate: Hygiene and Cleaning Supervision;National Certificate;Services;Cleaning, Domestic, Hiring, Property and Rescue Services
